,symbol,acc,name,term_type,full_name
127,CRAT,GO:0005782,peroxisomal matrix,cellular_component,Carnitine O-acetyltransferase
128,CRAT,GO:0005783,endoplasmic reticulum,cellular_component,Carnitine O-acetyltransferase
129,CRAT,GO:0016020,membrane,cellular_component,Carnitine O-acetyltransferase
130,CRAT,GO:0004092,carnitine O-acetyltransferase activity,molecular_function,Carnitine O-acetyltransferase
131,CRAT,GO:0005102,receptor binding,molecular_function,Carnitine O-acetyltransferase
132,CRAT,GO:0016740,transferase activity,molecular_function,Carnitine O-acetyltransferase
133,CRAT,GO:0016746,"transferase activity, transferring acyl groups",molecular_function,Carnitine O-acetyltransferase
134,CSTA,GO:0007155,cell adhesion,biological_process,Cystatin-A
135,CSTA,GO:0010466,negative regulation of peptidase activity,biological_process,Cystatin-A
136,CSTA,GO:0010951,negative regulation of endopeptidase activity,biological_process,Cystatin-A
137,CSTA,GO:0016337,single organismal cell-cell adhesion,biological_process,Cystatin-A
138,CSTA,GO:0018149,peptide cross-linking,biological_process,Cystatin-A
139,CSTA,GO:0030216,keratinocyte differentiation,biological_process,Cystatin-A
140,CSTA,GO:0045861,negative regulation of proteolysis,biological_process,Cystatin-A
141,CSTA,GO:0001533,cornified envelope,cellular_component,Cystatin-A
142,CSTA,GO:0005615,extracellular space,cellular_component,Cystatin-A
143,CSTA,GO:0005622,intracellular,cellular_component,Cystatin-A
144,CSTA,GO:0005634,nucleus,cellular_component,Cystatin-A
145,CSTA,GO:0005737,cytoplasm,cellular_component,Cystatin-A
146,CSTA,GO:0070062,extracellular exosome,cellular_component,Cystatin-A
147,CSTA,GO:0002020,protease binding,molecular_function,Cystatin-A
148,CSTA,GO:0004866,endopeptidase inhibitor activity,molecular_function,Cystatin-A
149,CSTA,GO:0004869,cysteine-type endopeptidase inhibitor activity,molecular_function,Cystatin-A
150,CSTA,GO:0005198,structural molecule activity,molecular_function,Cystatin-A
151,CSTA,GO:0030414,peptidase inhibitor activity,molecular_function,Cystatin-A
152,CSTA,GO:0030674,"protein binding, bridging",molecular_function,Cystatin-A
153,CYP11B1,GO:0006629,lipid metabolic process,biological_process,"Cytochrome P450 11B1, mitochondrial"
154,CYP11B1,GO:0006694,steroid biosynthetic process,biological_process,"Cytochrome P450 11B1, mitochondrial"
155,CYP11B1,GO:0006700,C21-steroid hormone biosynthetic process,biological_process,"Cytochrome P450 11B1, mitochondrial"
156,CYP11B1,GO:0006704,glucocorticoid biosynthetic process,biological_process,"Cytochrome P450 11B1, mitochondrial"
157,CYP11B1,GO:0006955,immune response,biological_process,"Cytochrome P450 11B1, mitochondrial"
158,CYP11B1,GO:0008202,steroid metabolic process,biological_process,"Cytochrome P450 11B1, mitochondrial"
159,CYP11B1,GO:0008203,cholesterol metabolic process,biological_process,"Cytochrome P450 11B1, mitochondrial"
160,CYP11B1,GO:0008217,regulation of blood pressure,biological_process,"Cytochrome P450 11B1, mitochondrial"
161,CYP11B1,GO:0016125,sterol metabolic process,biological_process,"Cytochrome P450 11B1, mitochondrial"
162,CYP11B1,GO:0032342,aldosterone biosynthetic process,biological_process,"Cytochrome P450 11B1, mitochondrial"
163,CYP11B1,GO:0032870,cellular response to hormone stimulus,biological_process,"Cytochrome P450 11B1, mitochondrial"
164,CYP11B1,GO:0034651,cortisol biosynthetic process,biological_process,"Cytochrome P450 11B1, mitochondrial"
165,CYP11B1,GO:0035865,cellular response to potassium ion,biological_process,"Cytochrome P450 11B1, mitochondrial"
166,CYP11B1,GO:0042593,glucose homeostasis,biological_process,"Cytochrome P450 11B1, mitochondrial"
167,CYP11B1,GO:0044550,secondary metabolite biosynthetic process,biological_process,"Cytochrome P450 11B1, mitochondrial"
168,CYP11B1,GO:0055114,oxidation-reduction process,biological_process,"Cytochrome P450 11B1, mitochondrial"
169,CYP11B1,GO:0055114,oxidation-reduction process,biological_process,CYP11B1 protein
170,CYP11B1,GO:0055114,oxidation-reduction process,biological_process,Mitochondrial 11beta-hydroxylase
171,CYP11B1,GO:0055114,oxidation-reduction process,biological_process,Steroid 11-beta-hydroxylase
172,CYP11B1,GO:0071375,cellular response to peptide hormone stimulus,biological_process,"Cytochrome P450 11B1, mitochondrial"
173,CYP11B1,GO:0005739,mitochondrion,cellular_component,"Cytochrome P450 11B1, mitochondrial"
174,CYP11B1,GO:0005743,mitochondrial inner membrane,cellular_component,"Cytochrome P450 11B1, mitochondrial"
175,CYP11B1,GO:0016020,membrane,cellular_component,"Cytochrome P450 11B1, mitochondrial"
176,CYP11B1,GO:0031966,mitochondrial membrane,cellular_component,"Cytochrome P450 11B1, mitochondrial"
177,CYP11B1,GO:0004497,monooxygenase activity,molecular_function,"Cytochrome P450 11B1, mitochondrial"
178,CYP11B1,GO:0004497,monooxygenase activity,molecular_function,CYP11B1 protein
179,CYP11B1,GO:0004507,steroid 11-beta-monooxygenase activity,molecular_function,"Cytochrome P450 11B1, mitochondrial"
180,CYP11B1,GO:0004507,steroid 11-beta-monooxygenase activity,molecular_function,Steroid 11-beta-hydroxylase
181,CYP11B1,GO:0005506,iron ion binding,molecular_function,"Cytochrome P450 11B1, mitochondrial"
182,CYP11B1,GO:0005506,iron ion binding,molecular_function,CYP11B1 protein
183,CYP11B1,GO:0005506,iron ion binding,molecular_function,Mitochondrial 11beta-hydroxylase
184,CYP11B1,GO:0005506,iron ion binding,molecular_function,Steroid 11-beta-hydroxylase
185,CYP11B1,GO:0016491,oxidoreductase activity,molecular_function,"Cytochrome P450 11B1, mitochondrial"
186,CYP11B1,GO:0016491,oxidoreductase activity,molecular_function,CYP11B1 protein
187,CYP11B1,GO:0016491,oxidoreductase activity,molecular_function,Steroid 11-beta-hydroxylase
188,CYP11B1,GO:0016705,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen",molecular_function,"Cytochrome P450 11B1, mitochondrial"
189,CYP11B1,GO:0016705,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen",molecular_function,CYP11B1 protein
190,CYP11B1,GO:0016705,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen",molecular_function,Mitochondrial 11beta-hydroxylase
191,CYP11B1,GO:0016705,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen",molecular_function,Steroid 11-beta-hydroxylase
192,CYP11B1,GO:0016709,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen",molecular_function,"Cytochrome P450 11B1, mitochondrial"
193,CYP11B1,GO:0020037,heme binding,molecular_function,"Cytochrome P450 11B1, mitochondrial"
194,CYP11B1,GO:0020037,heme binding,molecular_function,CYP11B1 protein
195,CYP11B1,GO:0020037,heme binding,molecular_function,Mitochondrial 11beta-hydroxylase
196,CYP11B1,GO:0020037,heme binding,molecular_function,Steroid 11-beta-hydroxylase
197,CYP11B1,GO:0046872,metal ion binding,molecular_function,"Cytochrome P450 11B1, mitochondrial"
198,CYP11B1,GO:0046872,metal ion binding,molecular_function,CYP11B1 protein
199,CYP11B1,GO:0047783,corticosterone 18-monooxygenase activity,molecular_function,"Cytochrome P450 11B1, mitochondrial"
200,CYP11B2,GO:0002017,regulation of blood volume by renal aldosterone,biological_process,"Cytochrome P450 11B2, mitochondrial"
201,CYP11B2,GO:0003091,renal water homeostasis,biological_process,"Cytochrome P450 11B2, mitochondrial"
202,CYP11B2,GO:0006629,lipid metabolic process,biological_process,"Cytochrome P450 11B2, mitochondrial"
203,CYP11B2,GO:0006694,steroid biosynthetic process,biological_process,"Cytochrome P450 11B2, mitochondrial"
204,CYP11B2,GO:0006700,C21-steroid hormone biosynthetic process,biological_process,"Cytochrome P450 11B2, mitochondrial"
205,CYP11B2,GO:0006705,mineralocorticoid biosynthetic process,biological_process,"Cytochrome P450 11B2, mitochondrial"
206,CYP11B2,GO:0008202,steroid metabolic process,biological_process,"Cytochrome P450 11B2, mitochondrial"
207,CYP11B2,GO:0008203,cholesterol metabolic process,biological_process,"Cytochrome P450 11B2, mitochondrial"
208,CYP11B2,GO:0016125,sterol metabolic process,biological_process,"Cytochrome P450 11B2, mitochondrial"
209,CYP11B2,GO:0032342,aldosterone biosynthetic process,biological_process,"Cytochrome P450 11B2, mitochondrial"
210,CYP11B2,GO:0032870,cellular response to hormone stimulus,biological_process,"Cytochrome P450 11B2, mitochondrial"
211,CYP11B2,GO:0034651,cortisol biosynthetic process,biological_process,"Cytochrome P450 11B2, mitochondrial"
212,CYP11B2,GO:0035865,cellular response to potassium ion,biological_process,"Cytochrome P450 11B2, mitochondrial"
213,CYP11B2,GO:0044550,secondary metabolite biosynthetic process,biological_process,"Cytochrome P450 11B2, mitochondrial"
214,CYP11B2,GO:0055075,potassium ion homeostasis,biological_process,"Cytochrome P450 11B2, mitochondrial"
215,CYP11B2,GO:0055078,sodium ion homeostasis,biological_process,"Cytochrome P450 11B2, mitochondrial"
216,CYP11B2,GO:0055114,oxidation-reduction process,biological_process,"Cytochrome P450 11B2, mitochondrial"
217,CYP11B2,GO:0055114,oxidation-reduction process,biological_process,Steroid 18-hydroxylase
218,CYP11B2,GO:0071375,cellular response to peptide hormone stimulus,biological_process,"Cytochrome P450 11B2, mitochondrial"
219,CYP11B2,GO:0005739,mitochondrion,cellular_component,"Cytochrome P450 11B2, mitochondrial"
220,CYP11B2,GO:0005743,mitochondrial inner membrane,cellular_component,"Cytochrome P450 11B2, mitochondrial"
221,CYP11B2,GO:0016020,membrane,cellular_component,"Cytochrome P450 11B2, mitochondrial"
222,CYP11B2,GO:0031966,mitochondrial membrane,cellular_component,"Cytochrome P450 11B2, mitochondrial"
223,CYP11B2,GO:0004497,monooxygenase activity,molecular_function,"Cytochrome P450 11B2, mitochondrial"
224,CYP11B2,GO:0004507,steroid 11-beta-monooxygenase activity,molecular_function,"Cytochrome P450 11B2, mitochondrial"
225,CYP11B2,GO:0005506,iron ion binding,molecular_function,"Cytochrome P450 11B2, mitochondrial"
226,CYP11B2,GO:0005506,iron ion binding,molecular_function,Steroid 18-hydroxylase
227,CYP11B2,GO:0008395,steroid hydroxylase activity,molecular_function,"Cytochrome P450 11B2, mitochondrial"
228,CYP11B2,GO:0016491,oxidoreductase activity,molecular_function,"Cytochrome P450 11B2, mitochondrial"
229,CYP11B2,GO:0016705,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen",molecular_function,"Cytochrome P450 11B2, mitochondrial"
230,CYP11B2,GO:0016705,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen",molecular_function,Steroid 18-hydroxylase
231,CYP11B2,GO:0016709,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen",molecular_function,"Cytochrome P450 11B2, mitochondrial"
232,CYP11B2,GO:0020037,heme binding,molecular_function,"Cytochrome P450 11B2, mitochondrial"
233,CYP11B2,GO:0020037,heme binding,molecular_function,Steroid 18-hydroxylase
234,CYP11B2,GO:0046872,metal ion binding,molecular_function,"Cytochrome P450 11B2, mitochondrial"
235,CYP11B2,GO:0047783,corticosterone 18-monooxygenase activity,molecular_function,"Cytochrome P450 11B2, mitochondrial"
236,DOLPP1,GO:0006486,protein glycosylation,biological_process,Dolichyldiphosphatase 1
237,DOLPP1,GO:0006487,protein N-linked glycosylation,biological_process,Dolichyldiphosphatase 1
238,DOLPP1,GO:0006487,protein N-linked glycosylation,biological_process,"Dolichyl pyrophosphate phosphatase 1, isoform CRA_b"
239,DOLPP1,GO:0006489,dolichyl diphosphate biosynthetic process,biological_process,Dolichyldiphosphatase 1
240,DOLPP1,GO:0008610,lipid biosynthetic process,biological_process,Dolichyldiphosphatase 1
241,DOLPP1,GO:0005783,endoplasmic reticulum,cellular_component,Dolichyldiphosphatase 1
242,DOLPP1,GO:0005789,endoplasmic reticulum membrane,cellular_component,Dolichyldiphosphatase 1
243,DOLPP1,GO:0016020,membrane,cellular_component,Dolichyldiphosphatase 1
244,DOLPP1,GO:0016020,membrane,cellular_component,"Dolichyl pyrophosphate phosphatase 1, isoform CRA_b"
245,DOLPP1,GO:0016020,membrane,cellular_component,DOLPP1 protein
246,DOLPP1,GO:0016021,integral component of membrane,cellular_component,Dolichyldiphosphatase 1
247,DOLPP1,GO:0016021,integral component of membrane,cellular_component,"Dolichyl pyrophosphate phosphatase 1, isoform CRA_b"
248,DOLPP1,GO:0016021,integral component of membrane,cellular_component,DOLPP1 protein
249,DOLPP1,GO:0030176,integral component of endoplasmic reticulum membrane,cellular_component,Dolichyldiphosphatase 1
250,DOLPP1,GO:0030176,integral component of endoplasmic reticulum membrane,cellular_component,"Dolichyl pyrophosphate phosphatase 1, isoform CRA_b"
251,DOLPP1,GO:0016787,hydrolase activity,molecular_function,Dolichyldiphosphatase 1
252,DOLPP1,GO:0047874,dolichyldiphosphatase activity,molecular_function,Dolichyldiphosphatase 1
253,DOLPP1,GO:0047874,dolichyldiphosphatase activity,molecular_function,"Dolichyl pyrophosphate phosphatase 1, isoform CRA_b"
254,DTX3L,GO:0000209,protein polyubiquitination,biological_process,E3 ubiquitin-protein ligase DTX3L
255,DTX3L,GO:0006281,DNA repair,biological_process,E3 ubiquitin-protein ligase DTX3L
256,DTX3L,GO:0006302,double-strand break repair,biological_process,E3 ubiquitin-protein ligase DTX3L
257,DTX3L,GO:0006974,cellular response to DNA damage stimulus,biological_process,E3 ubiquitin-protein ligase DTX3L
258,DTX3L,GO:0010390,histone monoubiquitination,biological_process,E3 ubiquitin-protein ligase DTX3L
259,DTX3L,GO:0016567,protein ubiquitination,biological_process,E3 ubiquitin-protein ligase DTX3L
260,DTX3L,GO:0016568,chromatin modification,biological_process,E3 ubiquitin-protein ligase DTX3L
261,DTX3L,GO:0005634,nucleus,cellular_component,E3 ubiquitin-protein ligase DTX3L
262,DTX3L,GO:0005654,nucleoplasm,cellular_component,E3 ubiquitin-protein ligase DTX3L
263,DTX3L,GO:0005737,cytoplasm,cellular_component,E3 ubiquitin-protein ligase DTX3L
264,DTX3L,GO:0005829,cytosol,cellular_component,E3 ubiquitin-protein ligase DTX3L
265,DTX3L,GO:0004842,ubiquitin-protein transferase activity,molecular_function,E3 ubiquitin-protein ligase DTX3L
266,DTX3L,GO:0005515,protein binding,molecular_function,E3 ubiquitin-protein ligase DTX3L
267,DTX3L,GO:0008270,zinc ion binding,molecular_function,E3 ubiquitin-protein ligase DTX3L
268,DTX3L,GO:0016874,ligase activity,molecular_function,E3 ubiquitin-protein ligase DTX3L
269,DTX3L,GO:0042393,histone binding,molecular_function,E3 ubiquitin-protein ligase DTX3L
270,DTX3L,GO:0046872,metal ion binding,molecular_function,E3 ubiquitin-protein ligase DTX3L
271,EEF1D,GO:0006351,"transcription, DNA-templated",biological_process,Elongation factor 1-delta
272,EEF1D,GO:0006355,"regulation of transcription, DNA-templated",biological_process,Elongation factor 1-delta
273,EEF1D,GO:0006412,translation,biological_process,Elongation factor 1-delta
274,EEF1D,GO:0006412,translation,biological_process,"Eukaryotic translation elongation factor 1 delta (Guanine nucleotide exchange protein), isoform CRA_b"
275,EEF1D,GO:0006412,translation,biological_process,EEF1D protein
276,EEF1D,GO:0006414,translational elongation,biological_process,Elongation factor 1-delta
277,EEF1D,GO:0006414,translational elongation,biological_process,"Eukaryotic translation elongation factor 1 delta (Guanine nucleotide exchange protein), isoform CRA_b"
278,EEF1D,GO:0006414,translational elongation,biological_process,EEF1D protein
279,EEF1D,GO:0007165,signal transduction,biological_process,Elongation factor 1-delta
