chromosome 	 region_start 	 region_end 	 correlation 	 pvalue 	 std_err 	 SNPs 
1	89305302.0	93155855.0	0	0	nan	1101.0
1	93155855.0	123960278.0	0.4404	0.0382	0.2124	8329.0
1	93155855.0	108558067.0	0.3933	0.3249	0.3995	4665.0
1	93155855.0	100856961.0	0	0	nan	2638.0
1	100856961.0	108558067.0	0.7758	0.0319	0.3616	2027.0
1	100856961.0	104707514.0	0	0	nan	1034.0
1	104707514.0	108558067.0	0.7919	0.0008	0.236	993.0
1	104707514.0	106632791.0	0.3186	0.1883	0.2421	374.0
1	104707514.0	105670153.0	0.6252	0.0805	0.3577	192.0
1	104707514.0	105188834.0	0	0	nan	104.0
1	105188834.0	105670153.0	0	0	nan	88.0
1	105670153.0	106632791.0	0.4549	0.5618	0.7841	182.0
1	105670153.0	106151472.0	0.8716	0.141	0.5921	101.0
1	106151472.0	106632791.0	0	0	nan	81.0
1	106632791.0	108558067.0	1.0112	0.0199	0.4344	619.0
1	106632791.0	107595429.0	0	0	nan	241.0
1	107595429.0	108558067.0	0.8824	0.0006	0.2577	378.0
1	107595429.0	108076748.0	0	0	nan	181.0
1	108076748.0	108558067.0	0	0	nan	197.0
1	108558067.0	123960278.0	1.5289	0.0802	0.8739	3664.0
1	108558067.0	116259173.0	1.6218	0.2734	1.4809	2461.0
1	108558067.0	112408620.0	0	0	nan	1283.0
1	112408620.0	116259173.0	1.026	0.0002	0.2745	1178.0
1	112408620.0	114333897.0	0.9662	0.0028	0.3237	460.0
1	112408620.0	113371259.0	1.3434	0.0158	0.5566	195.0
1	112408620.0	112889940.0	0.7462	0.0542	0.3875	139.0
1	112889940.0	113371259.0	0	0	nan	56.0
1	113371259.0	114333897.0	0	0	nan	265.0
1	114333897.0	116259173.0	0.7139	0.0044	0.2508	718.0
1	114333897.0	115296535.0	0.9153	0.0018	0.2928	280.0
1	114333897.0	114815216.0	1.1075	0.1232	0.7186	145.0
1	114815216.0	115296535.0	0	0	nan	135.0
1	115296535.0	116259173.0	0	0	nan	438.0
1	116259173.0	123960278.0	1.7558	0.1002	1.068	1203.0
1	116259173.0	120109726.0	1.8161	0.0142	0.741	1137.0
1	116259173.0	118184450.0	0	0	nan	545.0
1	118184450.0	120109726.0	1.8806	0.0037	0.6487	592.0
1	118184450.0	119147088.0	2.5946	0.0027	0.8647	289.0
1	118184450.0	118665769.0	2.1628	0.0167	0.9034	118.0
1	118665769.0	119147088.0	0	0	nan	171.0
1	119147088.0	120109726.0	0	0	nan	303.0
1	120109726.0	123960278.0	0	0	nan	66.0
1	123960278.0	247177973	0.8277	0.0111	0.3258	32370.0
1	123960278.0	185569126.0	0	0	nan	12948.0
1	185569126.0	247177973	0.5361	0.0574	0.2821	19422.0
1	185569126.0	216373550.0	0.5767	0.0617	0.3087	9871.0
1	185569126.0	200971338.0	1.4386	0.0118	0.5715	4505.0
1	185569126.0	193270232.0	0	0	nan	2221.0
1	193270232.0	200971338.0	1.0212	0.0573	0.5371	2284.0
1	193270232.0	197120785.0	1.207	0.0166	0.5039	972.0
1	193270232.0	195195509.0	0	0	nan	452.0
1	195195509.0	197120785.0	1.1396	0.0101	0.4429	520.0
1	195195509.0	196158147.0	0	0	nan	241.0
1	196158147.0	197120785.0	0.8289	0.0003	0.2272	279.0
1	196158147.0	196639466.0	0.4729	0.0269	0.2137	142.0
1	196639466.0	197120785.0	0	0	nan	137.0
1	197120785.0	200971338.0	0.9035	0.2767	0.8307	1312.0
1	197120785.0	199046062.0	0.5457	0.2113	0.4366	660.0
1	197120785.0	198083424.0	0	0	nan	286.0
1	198083424.0	199046062.0	0	0	nan	374.0
1	199046062.0	200971338.0	0	0	nan	652.0
1	200971338.0	216373550.0	-0.0941	0.7875	0.3491	5366.0
1	200971338.0	208672444.0	-0.2427	0.4235	0.3032	2536.0
1	200971338.0	204821891.0	-0.604	0.0333	0.2838	1135.0
1	200971338.0	202896615.0	0.1856	0.7131	0.5048	594.0
1	200971338.0	201933977.0	0	0	nan	232.0
1	201933977.0	202896615.0	0	0	nan	362.0
1	202896615.0	204821891.0	-1.1045	0.0035	0.3783	541.0
1	202896615.0	203859253.0	-1.2408	0.0018	0.3975	357.0
1	202896615.0	203377934.0	0	0	nan	218.0
1	203377934.0	203859253.0	-1.1512	0.0847	0.6677	139.0
1	203859253.0	204821891.0	0	0	nan	184.0
1	204821891.0	208672444.0	0.4575	0.1288	0.3012	1401.0
1	204821891.0	206747168.0	-0.0481	0.8678	0.289	686.0
1	204821891.0	205784530.0	0	0	nan	282.0
1	205784530.0	206747168.0	-0.1363	0.4792	0.1926	404.0
1	205784530.0	206265849.0	1.0586	0.0132	0.4272	176.0
1	206265849.0	206747168.0	0	0	nan	228.0
1	206747168.0	208672444.0	0	0	nan	715.0
1	208672444.0	216373550.0	0.8756	0.5102	1.3295	2830.0
1	208672444.0	212522997.0	0	0	nan	1296.0
1	212522997.0	216373550.0	0	0	nan	1534.0
1	216373550.0	247177973	0.4062	0.3712	0.4542	9551.0
1	216373550.0	231775762.0	0	0	nan	4895.0
1	231775762.0	247177973	0.7307	0.06	0.3885	4656.0
1	231775762.0	239476868.0	1.0122	0.2468	0.874	2642.0
1	231775762.0	235626315.0	1.942	0.6555	4.3529	1308.0
1	231775762.0	233701039.0	0	0	nan	616.0
1	233701039.0	235626315.0	1.2238	0.2267	1.0124	692.0
1	233701039.0	234663677.0	0.5476	0.0083	0.2073	303.0
1	233701039.0	234182358.0	0.9336	3.0871e-08	0.1686	153.0
1	234182358.0	234663677.0	0	0	nan	150.0
1	234663677.0	235626315.0	0	0	nan	389.0
1	235626315.0	239476868.0	0	0	nan	1334.0
1	239476868.0	247177973	0.5712	0.0422	0.2811	2014.0
1	239476868.0	243327421.0	0.559	0.0535	0.2895	1106.0
1	239476868.0	241402145.0	0	0	nan	618.0
1	241402145.0	243327421.0	0.7867	0.002	0.2551	488.0
1	241402145.0	242364783.0	0.7215	5.937e-05	0.1797	262.0
1	241402145.0	241883464.0	0	0	nan	129.0
1	241883464.0	242364783.0	0.7325	0.0053	0.2626	133.0
1	242364783.0	243327421.0	0	0	nan	226.0
1	243327421.0	247177973	0	0	nan	908.0
2	5703	242669396	0.7606	0.0001	0.1956	70077.0
2	5703	121337549.0	0.6465	0.0022	0.2115	35721.0
2	5703	60671626.0	0.4874	0.1617	0.3482	20900.0
2	5703	30338665.0	0.0868	0.8639	0.5066	9731.0
2	5703	15172184.0	0.2799	0.6972	0.7195	4988.0
2	5703	7588944.0	0	0	nan	2623.0
2	7588944.0	15172184.0	-0.5181	0.4922	0.7545	2365.0
2	7588944.0	11380564.0	-0.5294	0.6648	1.2218	1095.0
2	7588944.0	9484754.0	-0.2997	0.5892	0.555	564.0
2	7588944.0	8536849.0	0	0	nan	325.0
2	8536849.0	9484754.0	-0.9189	0.6039	1.7712	239.0
2	8536849.0	9010802.0	0	0	nan	98.0
2	9010802.0	9484754.0	0.0104	0.99	0.8267	141.0
2	9484754.0	11380564.0	0	0	nan	531.0
2	11380564.0	15172184.0	0	0	nan	1270.0
2	15172184.0	30338665.0	-0.1872	0.7819	0.6763	4743.0
2	15172184.0	22755425.0	0	0	nan	2483.0
2	22755425.0	30338665.0	-0.6668	0.1265	0.4364	2260.0
2	22755425.0	26547045.0	0	0	nan	1034.0
2	26547045.0	30338665.0	-0.1612	0.6812	0.3925	1226.0
2	26547045.0	28442855.0	-0.9478	0.1547	0.6659	496.0
2	26547045.0	27494950.0	0	0	nan	260.0
2	27494950.0	28442855.0	-0.0392	0.8922	0.2889	236.0
2	27494950.0	27968903.0	-0.4499	4.7055e-07	0.0893	103.0
2	27968903.0	28442855.0	0.8056	0.1773	0.5972	133.0
2	28442855.0	30338665.0	0	0	nan	730.0
2	30338665.0	60671626.0	0.52	0.0311	0.2412	11169.0
2	30338665.0	45505146.0	0.887	0.5746	1.5804	5456.0
2	30338665.0	37921906.0	0.5444	0.0583	0.2875	2712.0
2	30338665.0	34130286.0	0.7455	0.0477	0.3765	1284.0
2	30338665.0	32234476.0	0.9707	0.0786	0.5519	610.0
2	30338665.0	31286571.0	0.929	0.0493	0.4726	376.0
2	30338665.0	30812618.0	0	0	nan	184.0
2	30812618.0	31286571.0	-0.1494	0.7898	0.5604	192.0
2	31286571.0	32234476.0	0.8406	0.1845	0.6334	234.0
2	31286571.0	31760524.0	0.3739	0.6502	0.8243	151.0
2	31760524.0	32234476.0	0	0	nan	83.0
2	32234476.0	34130286.0	0	0	nan	674.0
2	34130286.0	37921906.0	0	0	nan	1428.0
2	37921906.0	45505146.0	0	0	nan	2744.0
2	45505146.0	60671626.0	0.7531	0.0944	0.4502	5713.0
2	45505146.0	53088386.0	0.8237	0.0002	0.2201	2822.0
2	45505146.0	49296766.0	0	0	nan	1344.0
2	49296766.0	53088386.0	1.094	0.0007	0.3212	1478.0
2	49296766.0	51192576.0	0	0	nan	737.0
2	51192576.0	53088386.0	0.6006	0.0004	0.1681	741.0
2	51192576.0	52140481.0	-0.0461	0.7817	0.1665	326.0
2	51192576.0	51666529.0	0	0	nan	168.0
2	51666529.0	52140481.0	0	0	nan	158.0
2	52140481.0	53088386.0	1.7474	0.0401	0.8513	415.0
2	52140481.0	52614434.0	0	0	nan	159.0
2	52614434.0	53088386.0	0.5944	2.9963e-07	0.116	256.0
2	53088386.0	60671626.0	0	0	nan	2891.0
2	60671626.0	121337549.0	0.9551	0.0012	0.2945	14821.0
2	60671626.0	91004588.0	0.8376	0.0048	0.2968	8063.0
2	60671626.0	75838107.0	0.4609	0.014	0.1875	4528.0
2	60671626.0	68254867.0	0.7705	0.0497	0.3925	2286.0
2	60671626.0	64463247.0	0.5287	0.4471	0.6955	904.0
2	60671626.0	62567437.0	0	0	nan	396.0
2	62567437.0	64463247.0	0.3745	0.2494	0.3252	508.0
2	62567437.0	63515342.0	0.9371	0.4501	1.2409	223.0
2	62567437.0	63041390.0	0	0	nan	123.0
2	63041390.0	63515342.0	0	0	nan	100.0
2	63515342.0	64463247.0	0	0	nan	285.0
2	64463247.0	68254867.0	1.3759	0.5282	2.1815	1382.0
2	64463247.0	66359057.0	0	0	nan	637.0
2	66359057.0	68254867.0	0	0	nan	745.0
2	68254867.0	75838107.0	0.2709	0.1664	0.1957	2242.0
2	68254867.0	72046487.0	0.225	0.5869	0.4142	1250.0
2	68254867.0	70150677.0	0	0	nan	633.0
2	70150677.0	72046487.0	0.7149	0.0496	0.3642	617.0
2	70150677.0	71098582.0	0.9557	0.2222	0.7829	349.0
2	70150677.0	70624630.0	0.8742	0.0015	0.2753	174.0
2	70624630.0	71098582.0	0	0	nan	175.0
2	71098582.0	72046487.0	0	0	nan	268.0
2	72046487.0	75838107.0	0.1378	0.448	0.1816	992.0
2	72046487.0	73942297.0	0.2856	0.0811	0.1637	392.0
2	72046487.0	72994392.0	0.7203	5.9255e-05	0.1794	201.0
2	72046487.0	72520440.0	0	0	nan	128.0
2	72520440.0	72994392.0	0	0	nan	73.0
2	72994392.0	73942297.0	0	0	nan	191.0
2	73942297.0	75838107.0	-0.556	0.3085	0.5461	600.0
2	73942297.0	74890202.0	-0.635	0.2629	0.5672	230.0
2	73942297.0	74416250.0	-0.9569	0.1433	0.6538	126.0
2	74416250.0	74890202.0	0	0	nan	104.0
2	74890202.0	75838107.0	0	0	nan	370.0
2	75838107.0	91004588.0	0	0	nan	3535.0
2	91004588.0	121337549.0	1.1216	0.0436	0.5559	6758.0
2	91004588.0	106171069.0	0.5605	0.1298	0.37	2888.0
2	91004588.0	98587829.0	0.6905	3.6345e-08	0.1254	476.0
2	91004588.0	94796209.0	0	0	1	nan
2	94796209.0	98587829.0	0.6905	3.6345e-08	0.1254	476.0
2	94796209.0	96692019.0	0.8066	5.0643e-14	0.1071	179.0
2	94796209.0	95744114.0	0	0	nan	66.0
2	95744114.0	96692019.0	0.7949	5.7506e-09	0.1365	113.0
2	95744114.0	96218067.0	1.3959	2.4838e-07	0.2706	37.0
2	96218067.0	96692019.0	0.724	1.1276e-18	0.0821	76.0
2	96692019.0	98587829.0	0.5987	1.4085e-05	0.1379	297.0
2	96692019.0	97639924.0	0	0	nan	79.0
2	97639924.0	98587829.0	0.8128	2.2353e-11	0.1215	218.0
2	97639924.0	98113877.0	0.7284	4.5526e-46	0.0511	92.0
2	98113877.0	98587829.0	0	0	nan	126.0
2	98587829.0	106171069.0	0.2917	0.574	0.5189	2412.0
2	98587829.0	102379449.0	1.7009	0.01	0.66	1220.0
2	98587829.0	100483639.0	0	0	nan	552.0
2	100483639.0	102379449.0	2.0034	0.1467	1.3806	668.0
2	100483639.0	101431544.0	0.2414	0.6854	0.5958	304.0
2	100483639.0	100957592.0	-0.6457	0.0788	0.3674	179.0
2	100957592.0	101431544.0	0	0	nan	125.0
2	101431544.0	102379449.0	0	0	nan	364.0
2	102379449.0	106171069.0	-0.4239	0.6139	0.8403	1192.0
2	102379449.0	104275259.0	0	0	nan	467.0
2	104275259.0	106171069.0	-1.4844	0.4316	1.8875	725.0
2	104275259.0	105223164.0	0	0	nan	234.0
2	105223164.0	106171069.0	0	0	nan	491.0
2	106171069.0	121337549.0	0	0	nan	3870.0
2	121337549.0	242669396	1.0115	0.0478	0.511	34356.0
2	121337549.0	182003473.0	0	0	nan	17351.0
2	182003473.0	242669396	1.0936	0.0023	0.358	17005.0
2	182003473.0	212336435.0	1.2661	0.0004	0.3549	7862.0
2	182003473.0	197169954.0	1.4882	0.0005	0.427	3477.0
2	182003473.0	189586714.0	2.3956	0.0002	0.6395	1859.0
2	182003473.0	185795094.0	1.7959	0.005	0.6393	994.0
2	182003473.0	183899284.0	0	0	nan	587.0
2	183899284.0	185795094.0	1.1384	3.7014e-08	0.2068	407.0
2	183899284.0	184847189.0	4.1314	0.8032	16.5757	236.0
2	183899284.0	184373237.0	0	0	nan	125.0
2	184373237.0	184847189.0	0	0	nan	111.0
2	184847189.0	185795094.0	0	0	nan	171.0
2	185795094.0	189586714.0	2.3719	0.003	0.7983	865.0
2	185795094.0	187690904.0	1.1197	0.0002	0.302	461.0
2	185795094.0	186742999.0	0	0	nan	223.0
2	186742999.0	187690904.0	0	0	nan	238.0
2	187690904.0	189586714.0	0	0	nan	404.0
2	189586714.0	197169954.0	0.8429	0.0059	0.3061	1618.0
2	189586714.0	193378334.0	0.9923	0.0164	0.4134	854.0
2	189586714.0	191482524.0	0.2279	0.6071	0.4431	464.0
2	189586714.0	190534619.0	1.3057	0.6827	3.1942	213.0
2	189586714.0	190060667.0	0.712	0.0037	0.245	94.0
2	190060667.0	190534619.0	0	0	nan	119.0
2	190534619.0	191482524.0	0.0465	0.9295	0.5264	251.0
2	190534619.0	191008572.0	0	0	nan	112.0
2	191008572.0	191482524.0	0.7176	9.7108e-05	0.1841	139.0
2	191482524.0	193378334.0	0.8808	0.1776	0.6533	390.0
2	191482524.0	192430429.0	0	0	nan	216.0
2	192430429.0	193378334.0	0.9345	0.0008	0.2791	174.0
2	192430429.0	192904382.0	0	0	nan	109.0
2	192904382.0	193378334.0	0.5455	0.0527	0.2816	65.0
2	193378334.0	197169954.0	0.5639	0.0702	0.3115	764.0
2	193378334.0	195274144.0	0.5023	0.001	0.1523	230.0
2	193378334.0	194326239.0	0.8489	0.1114	0.5333	121.0
2	193378334.0	193852287.0	0.7018	0.198	0.5452	58.0
2	193852287.0	194326239.0	0	0	nan	63.0
2	194326239.0	195274144.0	-0.7133	0.1266	0.4669	109.0
2	194326239.0	194800192.0	-0.7044	0.0224	0.3084	31.0
2	194800192.0	195274144.0	0	0	nan	78.0
2	195274144.0	197169954.0	0.32	0.5387	0.5204	534.0
2	195274144.0	196222049.0	-1.149	0.6945	2.9256	240.0
2	195274144.0	195748097.0	0	0	nan	128.0
2	195748097.0	196222049.0	-1.9563	0.2059	1.5467	112.0
2	196222049.0	197169954.0	0	0	nan	294.0
2	197169954.0	212336435.0	0.9598	0.015	0.3945	4385.0
2	197169954.0	204753195.0	0.7401	0.0048	0.2623	2126.0
2	197169954.0	200961575.0	1.0404	1.4365e-07	0.1978	997.0
2	197169954.0	199065765.0	0	0	nan	523.0
2	199065765.0	200961575.0	0.5802	0.0423	0.2858	474.0
2	199065765.0	200013670.0	-0.0451	0.9714	1.258	199.0
2	199065765.0	199539718.0	0	0	nan	117.0
2	199539718.0	200013670.0	1.2229	2.2529e-05	0.2885	82.0
2	200013670.0	200961575.0	0.8666	2.9671e-07	0.1691	275.0
2	200013670.0	200487623.0	1.575	0.1428	1.0748	100.0
2	200487623.0	200961575.0	0.6313	5.4929e-05	0.1565	175.0
2	200961575.0	204753195.0	-0.2934	0.5358	0.4738	1129.0
2	200961575.0	202857385.0	0	0	nan	625.0
2	202857385.0	204753195.0	-1.35	0.0414	0.6619	504.0
2	202857385.0	203805290.0	0.2176	0.6287	0.4501	180.0
2	202857385.0	203331338.0	0	0	nan	89.0
2	203331338.0	203805290.0	-2.5735	0.3136	2.5539	91.0
2	203805290.0	204753195.0	0	0	nan	324.0
2	204753195.0	212336435.0	0	0	nan	2259.0
2	212336435.0	242669396	0.8906	0.1897	0.6791	9143.0
2	212336435.0	227502916.0	0	0	nan	4782.0
2	227502916.0	242669396	0.61	0.0072	0.2269	4361.0
2	227502916.0	235086156.0	0.2044	0.595	0.3844	2344.0
2	227502916.0	231294536.0	0	0	nan	1132.0
2	231294536.0	235086156.0	0.5289	0.1216	0.3417	1212.0
2	231294536.0	233190346.0	0	0	nan	461.0
2	233190346.0	235086156.0	0.2327	0.3885	0.2699	751.0
2	233190346.0	234138251.0	1.6784	0.011	0.6603	327.0
2	233190346.0	233664299.0	1.4438	0.0005	0.4173	178.0
2	233664299.0	234138251.0	0	0	nan	149.0
2	234138251.0	235086156.0	0	0	nan	424.0
2	235086156.0	242669396	1.3268	0.1137	0.8388	2017.0
2	235086156.0	238877776.0	1.0156	0.0008	0.304	1110.0
2	235086156.0	236981966.0	0.6779	0.0005	0.1939	568.0
2	235086156.0	236034061.0	0	0	nan	350.0
2	236034061.0	236981966.0	0.9865	0.0135	0.3993	218.0
2	236034061.0	236508014.0	2.1837	0.0452	1.0905	124.0
2	236508014.0	236981966.0	-0.512	0.0549	0.2666	94.0
2	236981966.0	238877776.0	0	0	nan	542.0
2	238877776.0	242669396	0	0	nan	907.0
3	36044	199322659	0.5653	0.002	0.1829	57538.0
3	36044	99679351.0	0.3047	0.2261	0.2517	29083.0
3	36044	49857698.0	0.0293	0.9211	0.2964	16187.0
3	36044	24946871.0	0.0119	0.9678	0.2939	8896.0
3	36044	12491458.0	0.2752	0.3357	0.2858	4878.0
3	36044	6263751.0	0.1078	0.8091	0.4461	2451.0
3	36044	3149898.0	0.0369	0.9542	0.6429	1238.0
3	36044	1592971.0	0	0	nan	615.0
3	1592971.0	3149898.0	-0.0093	0.9855	0.515	623.0
3	3149898.0	6263751.0	0.1848	0.6694	0.4327	1213.0
3	3149898.0	4706825.0	0	0	nan	704.0
3	4706825.0	6263751.0	0.8514	0.1836	0.6403	509.0
3	4706825.0	5485288.0	0.4251	0.4843	0.6079	192.0
3	4706825.0	5096057.0	-1.2552	0.3992	1.4889	116.0
3	5096057.0	5485288.0	1.6965	0.1457	1.1661	76.0
3	5485288.0	6263751.0	1.4823	0.1577	1.0493	317.0
3	5485288.0	5874520.0	0.1671	0.5118	0.2548	137.0
3	5874520.0	6263751.0	0	0	nan	180.0
3	6263751.0	12491458.0	0.4511	0.2517	0.3936	2427.0
3	6263751.0	9377605.0	-0.6437	0.2895	0.6077	1366.0
3	6263751.0	7820678.0	-0.8735	0.2324	0.7314	659.0
3	6263751.0	7042215.0	-0.8056	0.4952	1.1812	262.0
3	6263751.0	6652983.0	0	0	nan	155.0
3	6652983.0	7042215.0	0	0	nan	107.0
3	7042215.0	7820678.0	0	0	nan	397.0
3	7820678.0	9377605.0	0	0	nan	707.0
3	9377605.0	12491458.0	0	0	nan	1061.0
3	12491458.0	24946871.0	-0.1755	0.703	0.4602	4018.0
3	12491458.0	18719165.0	0.4697	0.568	0.8227	1942.0
3	12491458.0	15605312.0	1.2449	0.3554	1.347	1009.0
3	12491458.0	14048385.0	0	0	nan	462.0
3	14048385.0	15605312.0	-1.4414	0.1954	1.1132	547.0
3	14048385.0	14826849.0	0	0	nan	291.0
3	14826849.0	15605312.0	-0.699	0.1063	0.4328	256.0
3	14826849.0	15216081.0	-0.7516	0.7625	2.4875	140.0
3	15216081.0	15605312.0	0	0	nan	116.0
3	15605312.0	18719165.0	-0.842	0.2277	0.698	933.0
3	15605312.0	17162239.0	0	0	nan	572.0
3	17162239.0	18719165.0	0	0	nan	361.0
3	18719165.0	24946871.0	-1.0461	0.4313	1.3293	2076.0
3	18719165.0	21833018.0	0	0	nan	1006.0
3	21833018.0	24946871.0	-0.4082	0.075	0.2293	1070.0
3	21833018.0	23389945.0	-1.4603	0.0919	0.8664	589.0
3	21833018.0	22611482.0	-1.1426	0.0997	0.6941	346.0
3	21833018.0	22222250.0	0	0	nan	182.0
3	22222250.0	22611482.0	-0.8451	1.5323e-05	0.1954	164.0
3	22611482.0	23389945.0	0	0	nan	243.0
3	23389945.0	24946871.0	0.0991	0.5967	0.1873	481.0
3	23389945.0	24168408.0	-0.0636	0.7672	0.2149	229.0
3	23389945.0	23779177.0	0	0	nan	99.0
3	23779177.0	24168408.0	0	0	nan	130.0
3	24168408.0	24946871.0	0.4472	0.1933	0.3438	252.0
3	24168408.0	24557640.0	0.3491	0.0592	0.1851	109.0
3	24557640.0	24946871.0	0	0	nan	143.0
