chromosome 	 region_start 	 region_end 	 correlation 	 pvalue 	 std_err 	 SNPs 
3	45965382.0	46743845.0	1.2995	0.0206	0.5612	266.0
3	45965382.0	46354614.0	0	0	nan	136.0
3	46354614.0	46743845.0	0.8145	3.081e-08	0.1471	130.0
3	46743845.0	49857698.0	-0.4043	0.0631	0.2175	657.0
3	46743845.0	48300772.0	0	0	nan	256.0
3	48300772.0	49857698.0	0	0	nan	401.0
3	49857698.0	99679351.0	0.0713	0.8264	0.3249	13741.0
3	49857698.0	74768525.0	-0.0265	0.9103	0.2349	9112.0
3	49857698.0	62313112.0	-0.3179	0.0889	0.1869	4719.0
3	49857698.0	56085405.0	-0.1142	0.5969	0.216	2065.0
3	49857698.0	52971552.0	0.6612	0.244	0.5675	794.0
3	49857698.0	51414625.0	0	0	nan	440.0
3	51414625.0	52971552.0	0.3836	0.4144	0.4701	354.0
3	51414625.0	52193089.0	0	0	nan	97.0
3	52193089.0	52971552.0	0	0	nan	257.0
3	52971552.0	56085405.0	-0.6586	0.1776	0.4885	1271.0
3	52971552.0	54528479.0	-1.2379	0.0062	0.4524	562.0
3	52971552.0	53750016.0	0	0	nan	250.0
3	53750016.0	54528479.0	0	0	nan	312.0
3	54528479.0	56085405.0	-0.154	0.7606	0.5053	709.0
3	54528479.0	55306942.0	-0.3253	0.0848	0.1888	410.0
3	54528479.0	54917711.0	-1.0311	0.0951	0.6178	166.0
3	54917711.0	55306942.0	0.0181	0.9373	0.2301	244.0
3	55306942.0	56085405.0	0	0	nan	299.0
3	56085405.0	62313112.0	-0.5765	0.0761	0.325	2654.0
3	56085405.0	59199259.0	-1.2366	0.0094	0.4765	974.0
3	56085405.0	57642332.0	-1.4138	0.0997	0.8587	548.0
3	56085405.0	56863869.0	0	0	nan	279.0
3	56863869.0	57642332.0	0	0	nan	269.0
3	57642332.0	59199259.0	-1.6863	0.2933	1.6047	426.0
3	57642332.0	58420796.0	0	0	nan	291.0
3	58420796.0	59199259.0	0	0	nan	135.0
3	59199259.0	62313112.0	0.2169	0.3831	0.2487	1680.0
3	59199259.0	60756186.0	0	0	nan	1029.0
3	60756186.0	62313112.0	0.1678	0.7095	0.4505	651.0
3	60756186.0	61534649.0	-0.642	0.4294	0.8123	311.0
3	60756186.0	61145418.0	-0.8838	0.4701	1.2237	185.0
3	61145418.0	61534649.0	0	0	nan	126.0
3	61534649.0	62313112.0	0	0	nan	340.0
3	62313112.0	74768525.0	1.2294	0.3638	1.3537	4393.0
3	62313112.0	68540819.0	0	0	nan	2394.0
3	68540819.0	74768525.0	1.2405	0.2297	1.0327	1999.0
3	68540819.0	71654672.0	0	0	nan	976.0
3	71654672.0	74768525.0	2.8033	0.1484	1.9396	1023.0
3	71654672.0	73211599.0	0	0	nan	441.0
3	73211599.0	74768525.0	0.7076	0.0004	0.2005	582.0
3	73211599.0	73990062.0	0.4822	0.0132	0.1946	342.0
3	73211599.0	73600831.0	0.6613	0.272	0.602	158.0
3	73600831.0	73990062.0	0.5146	0.1436	0.3519	184.0
3	73990062.0	74768525.0	0	0	nan	240.0
3	74768525.0	99679351.0	0	0	nan	4629.0
3	99679351.0	199322659	-0.3233	0.3168	0.3229	30022.0
3	99679351.0	149501005.0	-0.1692	0.4836	0.2416	15693.0
3	99679351.0	124590178.0	-0.0685	0.7562	0.2206	7930.0
3	99679351.0	112134765.0	-0.8322	0.0059	0.3022	3642.0
3	99679351.0	105907058.0	-0.7132	0.0018	0.2279	1824.0
3	99679351.0	102793205.0	0	0	nan	1021.0
3	102793205.0	105907058.0	0	0	nan	803.0
3	105907058.0	112134765.0	-0.9739	0.2008	0.7613	1818.0
3	105907058.0	109020912.0	0	0	nan	878.0
3	109020912.0	112134765.0	-0.6822	0.0189	0.2905	940.0
3	109020912.0	110577839.0	-0.199	0.2098	0.1587	560.0
3	109020912.0	109799376.0	0	0	nan	274.0
3	109799376.0	110577839.0	0.0188	0.8914	0.1374	286.0
3	109799376.0	110188608.0	0.0524	0.6831	0.1285	149.0
3	110188608.0	110577839.0	-0.2974	0.0779	0.1687	137.0
3	110577839.0	112134765.0	0	0	nan	380.0
3	112134765.0	124590178.0	0.696	0.0458	0.3485	4288.0
3	112134765.0	118362472.0	0	0	nan	2068.0
3	118362472.0	124590178.0	1.7491	0.1477	1.2082	2220.0
3	118362472.0	121476325.0	0	0	nan	1181.0
3	121476325.0	124590178.0	0	0	nan	1039.0
3	124590178.0	149501005.0	-0.2602	0.4864	0.3738	7763.0
3	124590178.0	137045592.0	0.3895	0.4571	0.5237	4069.0
3	124590178.0	130817885.0	0	0	nan	1964.0
3	130817885.0	137045592.0	-0.1756	0.7763	0.6178	2105.0
3	130817885.0	133931739.0	-0.2274	0.5497	0.3801	976.0
3	130817885.0	132374812.0	0.1907	0.8936	1.4252	377.0
3	130817885.0	131596349.0	0.6837	7.37e-12	0.0998	144.0
3	130817885.0	131207117.0	0.9837	6.04e-05	0.2452	79.0
3	131207117.0	131596349.0	0.79	0.005	0.2815	65.0
3	131596349.0	132374812.0	0	0	nan	233.0
3	132374812.0	133931739.0	0	0	nan	599.0
3	133931739.0	137045592.0	0	0	nan	1129.0
3	137045592.0	149501005.0	-0.5225	0.1092	0.3262	3694.0
3	137045592.0	143273299.0	-1.1978	0.0036	0.4115	1903.0
3	137045592.0	140159446.0	-1.0278	1.3273e-05	0.236	811.0
3	137045592.0	138602519.0	0	0	nan	439.0
3	138602519.0	140159446.0	-2.2212	0.0172	0.932	372.0
3	138602519.0	139380983.0	-1.7431	0.2672	1.5711	223.0
3	138602519.0	138991751.0	2.0082	0.1182	1.2853	87.0
3	138991751.0	139380983.0	-1.3011	0.0177	0.5485	136.0
3	139380983.0	140159446.0	0	0	nan	149.0
3	140159446.0	143273299.0	0	0	nan	1092.0
3	143273299.0	149501005.0	0.0164	0.9611	0.3357	1791.0
3	143273299.0	146387152.0	-0.1341	0.7305	0.3893	963.0
3	143273299.0	144830226.0	0.9749	0.0032	0.3302	547.0
3	143273299.0	144051763.0	2.2153	0.0561	1.1599	199.0
3	143273299.0	143662531.0	8.1814	0.4136	10.007	90.0
3	143662531.0	144051763.0	0.8215	0.0089	0.3141	109.0
3	144051763.0	144830226.0	0	0	nan	348.0
3	144830226.0	146387152.0	0	0	nan	416.0
3	146387152.0	149501005.0	0.2918	0.2703	0.2647	828.0
3	146387152.0	147944079.0	0.1011	0.8358	0.4881	505.0
3	146387152.0	147165616.0	1.8167	0.1101	1.1372	226.0
3	146387152.0	146776384.0	0	0	nan	124.0
3	146776384.0	147165616.0	0	0	nan	102.0
3	147165616.0	147944079.0	-1.1026	0.0958	0.662	279.0
3	147165616.0	147554848.0	0	0	nan	122.0
3	147554848.0	147944079.0	0	0	nan	157.0
3	147944079.0	149501005.0	0	0	nan	323.0
3	149501005.0	199322659	0	0	nan	14329.0
4	59713	191184445	-0.4401	0.7285	1.2681	54037.0
4	59713	95622079.0	0	0	nan	27362.0
4	95622079.0	191184445	0.4148	0.7552	1.3306	26675.0
4	95622079.0	143403262.0	0	0	nan	13393.0
4	143403262.0	191184445	0	0	nan	13282.0
5	89344	179998061	-0.4832	0.3816	0.5522	56631.0
5	89344	90043702.0	-0.331	0.7681	1.1225	27403.0
5	89344	45066523.0	0	0	nan	14473.0
5	45066523.0	90043702.0	0	0	nan	12930.0
5	90043702.0	179998061	-0.6411	0.4323	0.8165	29228.0
5	90043702.0	135020882.0	0.0946	0.8573	0.5258	14063.0
5	90043702.0	112532292.0	-1.5927	0.7293	4.6026	6465.0
5	90043702.0	101287997.0	0	0	nan	2951.0
5	101287997.0	112532292.0	0	0	nan	3514.0
5	112532292.0	135020882.0	0.5967	0.4279	0.7527	7598.0
5	112532292.0	123776587.0	-0.4856	0.4072	0.5858	3953.0
5	112532292.0	118154440.0	0	0	nan	2163.0
5	118154440.0	123776587.0	0	0	nan	1790.0
5	123776587.0	135020882.0	0	0	nan	3645.0
5	135020882.0	179998061	-1.1413	0.2998	1.1007	15165.0
5	135020882.0	157509472.0	-2.7777	0.9277	30.5954	7843.0
5	135020882.0	146265177.0	0	0	nan	3647.0
5	146265177.0	157509472.0	0	0	nan	4196.0
5	157509472.0	179998061	-0.5814	0.4192	0.7196	7322.0
5	157509472.0	168753767.0	0.3965	0.6632	0.9104	3755.0
5	157509472.0	163131620.0	0	0	nan	1946.0
5	163131620.0	168753767.0	0	0	nan	1809.0
5	168753767.0	179998061	0	0	nan	3567.0
6	94609	169999770	0.1511	0.6659	0.3499	53620.0
6	94609	85047189.0	-0.2404	0.5618	0.4143	25453.0
6	94609	42570899.0	0	0	nan	13133.0
6	42570899.0	85047189.0	-0.0713	0.8865	0.4999	12320.0
6	42570899.0	63809044.0	0	0	nan	5625.0
6	63809044.0	85047189.0	-0.6196	0.14	0.4198	6695.0
6	63809044.0	74428117.0	0	0	nan	3400.0
6	74428117.0	85047189.0	0	0	nan	3295.0
6	85047189.0	169999770	0.7177	0.3327	0.741	28167.0
6	85047189.0	127523480.0	0	0	nan	12989.0
6	127523480.0	169999770	1.0369	0.2838	0.9674	15178.0
6	127523480.0	148761625.0	1.3439	0.5936	2.5187	6509.0
6	127523480.0	138142553.0	0	0	nan	3285.0
6	138142553.0	148761625.0	0.3543	0.3001	0.3419	3224.0
6	138142553.0	143452089.0	0.6819	0.2893	0.6435	1469.0
6	138142553.0	140797321.0	1.7158	0.1412	1.1662	806.0
6	138142553.0	139469937.0	0	0	nan	404.0
6	139469937.0	140797321.0	1.059	0.0067	0.3906	402.0
6	139469937.0	140133629.0	0	0	nan	232.0
6	140133629.0	140797321.0	-1.44	0.7822	5.2086	170.0
6	140133629.0	140465475.0	0.7926	0.2988	0.7628	120.0
6	140465475.0	140797321.0	0.8109	1.9277e-20	0.0875	50.0
6	140797321.0	143452089.0	0.3939	0.6181	0.7901	663.0
6	140797321.0	142124705.0	0	0	nan	281.0
6	142124705.0	143452089.0	-0.7289	0.0638	0.3932	382.0
6	142124705.0	142788397.0	0	0	nan	174.0
6	142788397.0	143452089.0	-1.5481	0.0567	0.8125	208.0
6	142788397.0	143120243.0	-1.3007	0.0675	0.7113	123.0
6	143120243.0	143452089.0	0	0	nan	85.0
6	143452089.0	148761625.0	0.2131	0.5749	0.3799	1755.0
6	143452089.0	146106857.0	0.9066	0.026	0.4072	899.0
6	143452089.0	144779473.0	0	0	nan	456.0
6	144779473.0	146106857.0	2.972	0.4575	4.0001	443.0
6	144779473.0	145443165.0	0	0	nan	240.0
6	145443165.0	146106857.0	1.22	0.0005	0.351	203.0
6	145443165.0	145775011.0	0.9323	0.0086	0.3548	128.0
6	145775011.0	146106857.0	0	0	nan	75.0
6	146106857.0	148761625.0	-1.8432	0.2847	1.7229	856.0
6	146106857.0	147434241.0	0	0	nan	342.0
6	147434241.0	148761625.0	-1.9705	0.0583	1.0406	514.0
6	147434241.0	148097933.0	0	0	nan	186.0
6	148097933.0	148761625.0	-1.4907	0.709	3.9946	328.0
6	148097933.0	148429779.0	0	0	nan	182.0
6	148429779.0	148761625.0	0	0	nan	146.0
6	148761625.0	169999770	1.3364	0.3967	1.5767	8669.0
6	148761625.0	159380698.0	0.7704	0.2797	0.7127	4097.0
6	148761625.0	154071162.0	1.4722	0.0857	0.8567	2219.0
6	148761625.0	151416394.0	0.201	0.7479	0.6255	1119.0
6	148761625.0	150089010.0	0.8904	0.4581	1.2	531.0
6	148761625.0	149425318.0	0	0	nan	291.0
6	149425318.0	150089010.0	0.0464	0.9326	0.5486	240.0
6	149425318.0	149757164.0	1.6715	0.548	2.7821	146.0
6	149757164.0	150089010.0	-0.5038	0.0434	0.2494	94.0
6	150089010.0	151416394.0	-0.5455	0.5615	0.9396	588.0
6	150089010.0	150752702.0	2.0526	0.0678	1.1241	236.0
6	150089010.0	150420856.0	0	0	nan	91.0
6	150420856.0	150752702.0	0	0	nan	145.0
6	150752702.0	151416394.0	0	0	nan	352.0
6	151416394.0	154071162.0	2.2854	0.23	1.9038	1100.0
6	151416394.0	152743778.0	0	0	nan	555.0
6	152743778.0	154071162.0	3.2281	0.0533	1.6703	545.0
6	152743778.0	153407470.0	1.8595	0.0528	0.96	320.0
6	152743778.0	153075624.0	2.6955	0.2799	2.4947	157.0
6	153075624.0	153407470.0	1.2757	0.0222	0.5577	164.0
6	153407470.0	154071162.0	0	0	nan	225.0
6	154071162.0	159380698.0	0	0	nan	1878.0
6	159380698.0	169999770	0	0	nan	4572.0
7	140018	158812247	-0.4289	0.5383	0.697	46879.0
7	140018	79476132.0	0.3763	0.5253	0.5924	24678.0
7	140018	39808075.0	1.4927	0.3473	1.5882	14960.0
7	140018	19974047.0	0	0	nan	6685.0
7	19974047.0	39808075.0	1.1929	0.0926	0.7093	8275.0
7	19974047.0	29891061.0	0.4781	0.3608	0.5232	4347.0
7	19974047.0	24932554.0	0.9038	0.0305	0.4177	2165.0
7	19974047.0	22453301.0	0.422	0.2071	0.3345	1128.0
7	19974047.0	21213674.0	0	0	nan	458.0
7	21213674.0	22453301.0	0.1379	0.5448	0.2277	670.0
7	21213674.0	21833488.0	1.922	0.0835	1.1105	319.0
7	21213674.0	21523581.0	0	0	nan	148.0
7	21523581.0	21833488.0	1.5923	0.0276	0.723	171.0
7	21833488.0	22453301.0	-0.2418	0.7122	0.6553	351.0
7	21833488.0	22143395.0	0.087	0.6171	0.174	168.0
7	22143395.0	22453301.0	0	0	nan	183.0
7	22453301.0	24932554.0	4.1391	0.8538	22.4664	1037.0
7	22453301.0	23692928.0	0	0	nan	399.0
7	23692928.0	24932554.0	1.516	0.0001	0.3947	638.0
7	23692928.0	24312741.0	0	0	nan	332.0
7	24312741.0	24932554.0	0.9236	0.0012	0.2848	306.0
7	24312741.0	24622648.0	0.931	0.131	0.6165	156.0
7	24622648.0	24932554.0	0.9888	0.0005	0.2843	150.0
7	24932554.0	29891061.0	-1.8678	0.868	11.241	2182.0
7	24932554.0	27411808.0	0	0	nan	1025.0
7	27411808.0	29891061.0	0	0	nan	1157.0
7	29891061.0	39808075.0	1.991	0.2305	1.6603	3928.0
7	29891061.0	34849568.0	0	0	nan	1876.0
7	34849568.0	39808075.0	1.1193	0.0266	0.5047	2052.0
7	34849568.0	37328822.0	0	0	nan	960.0
7	37328822.0	39808075.0	0.5032	0.0058	0.1825	1092.0
7	37328822.0	38568449.0	0.5227	0.0002	0.1421	629.0
7	37328822.0	37948636.0	0.5381	0.0021	0.175	304.0
7	37328822.0	37638729.0	0.6012	0.0018	0.193	133.0
7	37638729.0	37948636.0	0	0	nan	171.0
7	37948636.0	38568449.0	0	0	nan	325.0
7	38568449.0	39808075.0	0	0	nan	463.0
7	39808075.0	79476132.0	0	0	nan	9718.0
7	79476132.0	158812247	-1.5716	0.8368	7.6285	22201.0
7	79476132.0	119144190.0	-0.3489	0.5352	0.5627	11041.0
7	79476132.0	99310161.0	0	0	nan	5691.0
7	99310161.0	119144190.0	0.2927	0.5089	0.4431	5350.0
7	99310161.0	109227176.0	0.0723	0.8248	0.3268	2975.0
7	99310161.0	104268669.0	0	0	nan	1368.0
7	104268669.0	109227176.0	0	0	nan	1607.0
7	109227176.0	119144190.0	0	0	nan	2375.0
7	119144190.0	158812247	0	0	nan	11160.0
8	151222	146264218	0.6317	0.0095	0.2435	48434.0
8	151222	73207720.0	0.8743	0.0145	0.3575	24776.0
8	151222	36679471.0	0.9757	0.0163	0.4063	15518.0
8	151222	18415347.0	0.9925	0.0007	0.293	9094.0
8	151222	9283285.0	0	0	nan	4705.0
8	9283285.0	18415347.0	0.6379	0.0003	0.1775	4389.0
8	9283285.0	13849316.0	1.0761	2.6444e-06	0.2291	2003.0
8	9283285.0	11566301.0	2.2378	0.0124	0.8945	1158.0
8	9283285.0	10424793.0	0	0	nan	624.0
8	10424793.0	11566301.0	1.6707	0.0133	0.6748	534.0
8	10424793.0	10995547.0	0.8586	5.7506e-05	0.2134	267.0
8	10424793.0	10710170.0	1.1675	0.0456	0.584	131.0
8	10710170.0	10995547.0	0.8127	0.0183	0.3445	136.0
8	10995547.0	11566301.0	1.866	0.0178	0.7876	267.0
8	10995547.0	11280924.0	5.1715	0.1599	3.6796	141.0
8	11280924.0	11566301.0	0.8351	3.9332e-14	0.1104	126.0
8	11566301.0	13849316.0	0.8203	0.0818	0.4714	845.0
8	11566301.0	12707809.0	0.9607	0.001	0.2923	153.0
8	11566301.0	12137055.0	1.5886	0.0149	0.6525	144.0
8	11566301.0	11851678.0	1.6767	0.0275	0.7608	136.0
8	11851678.0	12137055.0	0	0	nan	8.0
8	12137055.0	12707809.0	0	0	nan	9.0
8	12707809.0	13849316.0	0.8835	0.3165	0.8821	692.0
8	12707809.0	13278563.0	1.4154	0.4393	1.83	345.0
8	12707809.0	12993186.0	2.3761	0.215	1.9162	177.0
8	12993186.0	13278563.0	0	0	nan	168.0
8	13278563.0	13849316.0	-1.347	0.1019	0.8236	347.0
8	13278563.0	13563940.0	0	0	nan	155.0
8	13563940.0	13849316.0	-2.0785	0.1283	1.3668	192.0
8	13849316.0	18415347.0	0	0	nan	2386.0
8	18415347.0	36679471.0	0	0	nan	6424.0
8	36679471.0	73207720.0	0.3928	0.5524	0.661	9258.0
8	36679471.0	54943596.0	0.252	0.3854	0.2904	3564.0
8	36679471.0	45811534.0	0	0	nan	1680.0
8	45811534.0	54943596.0	0	0	nan	1884.0
8	54943596.0	73207720.0	0	0	nan	5694.0
8	73207720.0	146264218	0.432	0.2593	0.3829	23658.0
8	73207720.0	109735969.0	0.8391	0.1772	0.6218	11350.0
8	73207720.0	91471845.0	0.4638	0.284	0.4329	5348.0
8	73207720.0	82339783.0	0	0	nan	2876.0
8	82339783.0	91471845.0	0	0	nan	2472.0
8	91471845.0	109735969.0	0	0	nan	6002.0
8	109735969.0	146264218	0	0	nan	12308.0
9	30910	139999801	0.4938	0.4145	0.6051	39499.0
9	30910	70015355.0	0	0	nan	15632.0
9	70015355.0	139999801	0	0	nan	23867.0
10	88481	135284978	-0.1871	0.5164	0.2884	47369.0
10	88481	67686729.0	-0.036	0.9171	0.3458	23190.0
10	88481	33887605.0	-0.1869	0.7124	0.507	13848.0
10	88481	16988043.0	0	0	nan	7570.0
10	16988043.0	33887605.0	0.1245	0.8334	0.5918	6278.0
10	16988043.0	25437824.0	0	0	nan	2965.0
10	25437824.0	33887605.0	-0.9838	0.1697	0.7165	3313.0
10	25437824.0	29662715.0	0	0	nan	1714.0
10	29662715.0	33887605.0	-1.5643	0.0502	0.7988	1599.0
10	29662715.0	31775160.0	-2.3092	0.1157	1.4678	824.0
10	29662715.0	30718938.0	-1.2066	0.1492	0.8366	463.0
10	29662715.0	30190827.0	0	0	nan	247.0
10	30190827.0	30718938.0	-1.3587	0.2951	1.2976	216.0
10	30190827.0	30454883.0	0	0	nan	128.0
10	30454883.0	30718938.0	-2.5123	0.1706	1.8335	88.0
10	30718938.0	31775160.0	0	0	nan	361.0
10	31775160.0	33887605.0	0	0	nan	775.0
10	33887605.0	67686729.0	0.119	0.7288	0.3433	9342.0
10	33887605.0	50787167.0	-0.5193	0.1164	0.3308	3537.0
10	33887605.0	42337386.0	-0.9664	0.1422	0.6585	1476.0
10	33887605.0	38112496.0	-0.477	0.1485	0.3301	1256.0
10	33887605.0	36000051.0	-0.4207	0.1445	0.2883	607.0
10	33887605.0	34943828.0	-0.2934	0.5013	0.4363	337.0
10	33887605.0	34415717.0	0	0	nan	164.0
10	34415717.0	34943828.0	0	0	nan	173.0
10	34943828.0	36000051.0	-1.7691	0.3037	1.72	270.0
10	34943828.0	35471940.0	-1.3674	1.6283e-15	0.1716	172.0
10	34943828.0	35207884.0	-3.982	0.6748	9.4898	96.0
10	35207884.0	35471940.0	-1.5492	0.0333	0.7277	76.0
10	35471940.0	36000051.0	0	0	nan	98.0
10	36000051.0	38112496.0	-1.442	0.2028	1.1323	649.0
10	36000051.0	37056274.0	0	0	nan	360.0
10	37056274.0	38112496.0	0	0	nan	289.0
10	38112496.0	42337386.0	0	0	nan	220.0
10	42337386.0	50787167.0	0	0	nan	2061.0
10	50787167.0	67686729.0	1.2139	0.14	0.8225	5805.0
10	50787167.0	59236948.0	0.9018	0.0681	0.4942	2775.0
10	50787167.0	55012058.0	-0.2621	0.5682	0.4592	1326.0
10	50787167.0	52899613.0	0.3388	0.0998	0.2058	444.0
10	50787167.0	51843390.0	0	0	nan	111.0
10	51843390.0	52899613.0	0.5779	0.2246	0.4759	333.0
10	51843390.0	52371502.0	0	0	nan	158.0
10	52371502.0	52899613.0	0.1881	0.6501	0.4148	175.0
10	52371502.0	52635558.0	0	0	nan	103.0
10	52635558.0	52899613.0	0	0	nan	72.0
10	52899613.0	55012058.0	0	0	nan	882.0
10	55012058.0	59236948.0	0	0	nan	1449.0
10	59236948.0	67686729.0	0	0	nan	3030.0
10	67686729.0	135284978	-0.3768	0.4073	0.4547	24179.0
10	67686729.0	101485854.0	-1.3124	0.3268	1.3383	12130.0
10	67686729.0	84586292.0	0	0	nan	5942.0
10	84586292.0	101485854.0	-0.3435	0.4297	0.435	6188.0
10	84586292.0	93036073.0	-0.0468	0.8965	0.3599	3179.0
10	84586292.0	88811183.0	0	0	nan	1671.0
10	88811183.0	93036073.0	0.0019	0.9947	0.2879	1508.0
10	93036073.0	101485854.0	0	0	nan	3009.0
10	101485854.0	135284978	0.3727	0.4406	0.4832	12049.0
10	101485854.0	118385416.0	0.4393	0.5605	0.7547	5614.0
10	101485854.0	109935635.0	1.3465	0.0119	0.5356	2831.0
10	101485854.0	105710745.0	0	0	nan	1275.0
10	105710745.0	109935635.0	0	0	nan	1556.0
10	109935635.0	118385416.0	0	0	nan	2783.0
10	118385416.0	135284978	0	0	nan	6435.0
11	188510	134445626	0	0	nan	44609.0
12	61880	132288757	-0.0443	0.9543	0.7737	42734.0
12	61880	66175318.0	-0.1827	0.7949	0.7031	21229.0
12	61880	33118599.0	0.0631	0.9438	0.8948	11679.0
12	61880	16590240.0	0.1698	0.8604	0.9652	5334.0
12	61880	8326060.0	-0.2449	0.6911	0.6163	2639.0
12	61880	4193970.0	0.1612	0.851	0.8583	1266.0
12	61880	2127925.0	2.8994	0.1837	2.1808	514.0
12	61880	1094903.0	2.1727	0.1954	1.6781	276.0
12	61880	578392.0	-2.4071	0.0161	1.0005	114.0
12	61880	320136.0	-1.0251	0.0402	0.4997	56.0
12	320136.0	578392.0	-2.8245	0.0838	1.6335	58.0
